Chromosome	Start	End	Strand	Gene	Transcription_Start_Site	Transcript_type
chr21	33503371	33543524	-	GART	33543478	protein_coding
chr21	33503371	33543524	-	GART	33542123	protein_coding
chr21	33503371	33543524	-	GART	33542090	protein_coding
chr21	33503371	33543524	-	GART	33542830	protein_coding
chr19	45467995	45475179	+	FOSB	45467995	protein_coding
chr19	45467995	45475179	+	FOSB	45467996	protein_coding
chr19	45467995	45475179	+	FOSB	45468435	protein_coding
chr19	45467995	45475179	+	FOSB	45469876	protein_coding
chr19	45467995	45475179	+	FOSB	45469913	protein_coding
chr19	45467995	45475179	+	FOSB	45470265	protein_coding
chr13	21492691	21604181	-	MICU2	21604170	protein_coding
chr13	21492691	21604181	-	MICU2	21604181	protein_coding
chr13	21492691	21604181	-	MICU2	21604172	protein_coding
chr13	21492691	21604181	-	MICU2	21604168	protein_coding
chr13	21492691	21604181	-	MICU2	21604167	protein_coding
chr13	21492691	21604181	-	MICU2	21604154	protein_coding
chr12	121777754	121803403	-	RHOF	121793688	protein_coding
chr12	121777754	121803403	-	RHOF	121793360	protein_coding
chr12	121777754	121803403	-	RHOF	121800677	protein_coding
chr12	121777754	121803403	-	RHOF	121794262	protein_coding
chr12	121777754	121803403	-	RHOF	121802928	protein_coding
chr12	121777754	121803403	-	RHOF	121794355	protein_coding
chr14	32329298	32837684	+	AKAP6	32329298	protein_coding
chr14	32329298	32837684	+	AKAP6	32329344	protein_coding
chr14	32329298	32837684	+	AKAP6	32329349	protein_coding
chr14	32329298	32837684	+	AKAP6	32329400	protein_coding
chr14	32329298	32837684	+	AKAP6	32473757	protein_coding
chr14	32329298	32837684	+	AKAP6	32494271	protein_coding
chr14	32329298	32837684	+	AKAP6	32495072	protein_coding
chr14	32329298	32837684	+	AKAP6	32735851	protein_coding
chr14	32329298	32837684	+	AKAP6	32329310	protein_coding
chr14	32329298	32837684	+	AKAP6	32418292	protein_coding
chr14	32329298	32837684	+	AKAP6	32428186	protein_coding
chrX	70423031	70433710	+	GDPD2	70423031	protein_coding
chrX	70423031	70433710	+	GDPD2	70423314	protein_coding
chrX	70423031	70433710	+	GDPD2	70423159	protein_coding
chr3	52221080	52225645	-	TLR9	52225645	protein_coding
chr3	160225422	160228213	+	C3orf80	160225422	protein_coding
chr22	38468043	38483447	+	KDELR3	38468078	protein_coding
chr22	38468043	38483447	+	KDELR3	38468096	protein_coding
chr22	38468043	38483447	+	KDELR3	38468043	protein_coding
chr22	38468043	38483447	+	KDELR3	38468075	protein_coding
chr3	98463201	98472924	+	OR5K1	98463201	protein_coding
chr3	98463201	98472924	+	OR5K1	98469480	protein_coding
chr3	190428655	190449901	-	TMEM207	190449901	protein_coding
chr2	195737703	196068837	-	DNAH7	195795879	protein_coding
chr2	195737703	196068837	-	DNAH7	196068837	protein_coding
chr2	195737703	196068837	-	DNAH7	195756198	protein_coding
chr2	195737703	196068837	-	DNAH7	196068812	protein_coding
chr2	195737703	196068837	-	DNAH7	196068487	protein_coding
chr3	146576555	146605346	-	PLSCR5	146605239	protein_coding
chr3	146576555	146605346	-	PLSCR5	146605346	protein_coding
chr13	44989529	45037669	+	GPALPP1	44989529	protein_coding
chr13	44989529	45037669	+	GPALPP1	44989538	protein_coding
chr13	44989529	45037669	+	GPALPP1	44989564	protein_coding
chr13	44989529	45037669	+	GPALPP1	45005110	protein_coding
chr13	44989529	45037669	+	GPALPP1	44989551	protein_coding
chr13	44989529	45037669	+	GPALPP1	44989536	protein_coding
chr13	44989529	45037669	+	GPALPP1	44989647	protein_coding
chr13	44989529	45037669	+	GPALPP1	44989547	protein_coding
chr13	44989529	45037669	+	GPALPP1	44989579	protein_coding
chr13	44989529	45037669	+	GPALPP1	44989555	protein_coding
chr22	49773278	49827944	-	BRD1	49824804	protein_coding
chr22	49773278	49827944	-	BRD1	49825900	protein_coding
chr22	49773278	49827944	-	BRD1	49827873	protein_coding
chr22	49773278	49827944	-	BRD1	49827640	protein_coding
chr22	49773278	49827944	-	BRD1	49827568	protein_coding
chr22	49773278	49827944	-	BRD1	49827944	protein_coding
chr22	49773278	49827944	-	BRD1	49827898	protein_coding
chr22	49773278	49827944	-	BRD1	49827881	protein_coding
chr22	49773278	49827944	-	BRD1	49827872	protein_coding
chr22	49773278	49827944	-	BRD1	49827864	protein_coding
chr22	49773278	49827944	-	BRD1	49827863	protein_coding
chr22	49773278	49827944	-	BRD1	49827836	protein_coding
chr22	49773278	49827944	-	BRD1	49827460	protein_coding
chr22	49773278	49827944	-	BRD1	49824900	protein_coding
chr22	49773278	49827944	-	BRD1	49827922	protein_coding
chr22	49773278	49827944	-	BRD1	49827903	protein_coding
chr22	49773278	49827944	-	BRD1	49827844	protein_coding
chr22	49773278	49827944	-	BRD1	49827820	protein_coding
chr22	49773278	49827944	-	BRD1	49827811	protein_coding
chr22	49773278	49827944	-	BRD1	49827325	protein_coding
chrX	151694607	151705924	+	PRRG3	151694607	protein_coding
chrX	151694607	151705924	+	PRRG3	151694658	protein_coding
chrX	151694607	151705924	+	PRRG3	151695124	protein_coding
chrX	151694607	151705924	+	PRRG3	151695258	protein_coding
chrX	151694607	151705924	+	PRRG3	151695456	protein_coding
chrX	151694607	151705924	+	PRRG3	151695458	protein_coding
chrX	151694607	151705924	+	PRRG3	151695479	protein_coding
chrX	151694607	151705924	+	PRRG3	151698307	protein_coding
chrX	151694607	151705924	+	PRRG3	151700551	protein_coding
chrX	151694607	151705924	+	PRRG3	151695195	protein_coding
chrX	151694607	151705924	+	PRRG3	151694952	protein_coding
chr3	119780484	119818487	+	NR1I2	119782101	protein_coding
chr3	119780484	119818487	+	NR1I2	119780484	protein_coding
chr3	119780484	119818487	+	NR1I2	119782710	protein_coding
chrX	20124525	20141982	-	EIF1AX	20141838	protein_coding
chrX	20124525	20141982	-	EIF1AX	20141826	protein_coding
chrX	20124525	20141982	-	EIF1AX	20141873	protein_coding
chrX	20124525	20141982	-	EIF1AX	20141815	protein_coding
chrX	20124525	20141982	-	EIF1AX	20141982	protein_coding
chrX	20124525	20141982	-	EIF1AX	20141871	protein_coding
chr19	8832377	8843340	+	MBD3L1	8832377	protein_coding
chr19	8832377	8843340	+	MBD3L1	8842593	protein_coding
chr19	8848844	9010390	-	MUC16	8981342	protein_coding
chr19	8848844	9010390	-	MUC16	9010390	protein_coding
chr19	8848844	9010390	-	MUC16	8896090	protein_coding
chr14	77717599	77761207	-	SNW1	77761156	protein_coding
chr14	77717599	77761207	-	SNW1	77761155	protein_coding
chr14	77717599	77761207	-	SNW1	77761140	protein_coding
chr13	113490816	113554590	+	TMCO3	113491021	protein_coding
chr13	113490816	113554590	+	TMCO3	113491043	protein_coding
chr13	113490816	113554590	+	TMCO3	113491096	protein_coding
chr13	113490816	113554590	+	TMCO3	113495871	protein_coding
chr13	113490816	113554590	+	TMCO3	113500021	protein_coding
chr13	113490816	113554590	+	TMCO3	113500024	protein_coding
chr13	113490816	113554590	+	TMCO3	113548303	protein_coding
chr13	113490816	113554590	+	TMCO3	113490816	protein_coding
chr13	113490816	113554590	+	TMCO3	113490892	protein_coding
chr13	113490816	113554590	+	TMCO3	113490860	protein_coding
chr13	113490816	113554590	+	TMCO3	113490998	protein_coding
chr13	113490816	113554590	+	TMCO3	113491033	protein_coding
chr13	113490816	113554590	+	TMCO3	113491056	protein_coding
chr13	113490816	113554590	+	TMCO3	113491023	protein_coding
chr13	113490816	113554590	+	TMCO3	113491047	protein_coding
chr13	113490816	113554590	+	TMCO3	113491110	protein_coding
chr13	113490816	113554590	+	TMCO3	113491116	protein_coding
chr13	113490816	113554590	+	TMCO3	113491222	protein_coding
chr13	113490816	113554590	+	TMCO3	113491310	protein_coding
chr13	113490816	113554590	+	TMCO3	113493586	protein_coding
chr13	113490816	113554590	+	TMCO3	113490851	protein_coding
chr13	113490816	113554590	+	TMCO3	113490858	protein_coding
chr13	113490816	113554590	+	TMCO3	113491001	protein_coding
chr13	113490816	113554590	+	TMCO3	113491048	protein_coding
chr13	113490816	113554590	+	TMCO3	113491083	protein_coding
chr13	113490816	113554590	+	TMCO3	113491121	protein_coding
chr13	113490816	113554590	+	TMCO3	113493661	protein_coding
chr3	52451100	52454041	-	TNNC1	52454041	protein_coding
chr3	52451100	52454041	-	TNNC1	52452834	protein_coding
chr6	130827406	130837135	+	SMLR1	130827406	protein_coding
chrX	38801417	38806537	+	MID1IP1	38801459	protein_coding
chrX	38801417	38806537	+	MID1IP1	38801440	protein_coding
chrX	38801417	38806537	+	MID1IP1	38801454	protein_coding
chrX	38801417	38806537	+	MID1IP1	38801455	protein_coding
chrX	38801417	38806537	+	MID1IP1	38801421	protein_coding
chrX	38801417	38806537	+	MID1IP1	38801420	protein_coding
chrX	38801417	38806537	+	MID1IP1	38801484	protein_coding
chrX	38801417	38806537	+	MID1IP1	38804204	protein_coding
chrX	38801417	38806537	+	MID1IP1	38804424	protein_coding
chrX	38801417	38806537	+	MID1IP1	38801452	protein_coding
chrX	38801417	38806537	+	MID1IP1	38801417	protein_coding
chrX	38801417	38806537	+	MID1IP1	38804158	protein_coding
chr6	31620715	31637771	+	PRRC2A	31620715	protein_coding
chr6	31620715	31637771	+	PRRC2A	31620720	protein_coding
chr2	114442299	115845780	+	DPP10	114442299	protein_coding
chr2	114442299	115845780	+	DPP10	114442641	protein_coding
chr2	114442299	115845780	+	DPP10	114461603	protein_coding
chr2	114442299	115845780	+	DPP10	115064672	protein_coding
chr2	114442299	115845780	+	DPP10	115161602	protein_coding
chr2	114442299	115845780	+	DPP10	115162107	protein_coding
chr2	114442299	115845780	+	DPP10	115234456	protein_coding
chr3	52316319	52400492	+	DNAH1	52316319	protein_coding
chr3	52316319	52400492	+	DNAH1	52388883	protein_coding
chr12	57797376	57818734	-	AVIL	57818734	protein_coding
chr12	57797376	57818734	-	AVIL	57816471	protein_coding
chrX	5840637	6228867	-	NLGN4X	6228867	protein_coding
chrX	5840637	6228867	-	NLGN4X	6227847	protein_coding
chrX	5840637	6228867	-	NLGN4X	6151466	protein_coding
chrX	5840637	6228867	-	NLGN4X	6228615	protein_coding
chrX	5840637	6228867	-	NLGN4X	6226765	protein_coding
chrX	5840637	6228867	-	NLGN4X	6187038	protein_coding
chrX	5840637	6228867	-	NLGN4X	6227203	protein_coding
chrX	5840637	6228867	-	NLGN4X	6227198	protein_coding
chrX	5840637	6228867	-	NLGN4X	6226531	protein_coding
chrX	5840637	6228867	-	NLGN4X	6228135	protein_coding
chrX	5840637	6228867	-	NLGN4X	6228678	protein_coding
chrX	5840637	6228867	-	NLGN4X	6226099	protein_coding
chrX	5840637	6228867	-	NLGN4X	6227757	protein_coding
chrX	5840637	6228867	-	NLGN4X	6226415	protein_coding
chr12	9664969	9699553	+	CLEC2D	9669713	protein_coding
chr12	9664969	9699553	+	CLEC2D	9669735	protein_coding
chr12	9664969	9699553	+	CLEC2D	9669753	protein_coding
chr12	9664969	9699553	+	CLEC2D	9680925	protein_coding
chr12	9664969	9699553	+	CLEC2D	9680940	protein_coding
chr12	9664969	9699553	+	CLEC2D	9687901	protein_coding
chr19	54236590	54242790	-	LILRA6	54242790	protein_coding
chr19	54236590	54242790	-	LILRA6	54242751	protein_coding
chr22	39399778	39437060	+	TAB1	39399780	protein_coding
chr22	39399778	39437060	+	TAB1	39399784	protein_coding
chr22	39399778	39437060	+	TAB1	39399788	protein_coding
chr22	39399778	39437060	+	TAB1	39399781	protein_coding
chr14	104724174	104747325	+	ADSS1	104724174	protein_coding
chr14	104724174	104747325	+	ADSS1	104724229	protein_coding
chr14	104724174	104747325	+	ADSS1	104729734	protein_coding
chr14	104724174	104747325	+	ADSS1	104745993	protein_coding
chr14	104724174	104747325	+	ADSS1	104746056	protein_coding
chr14	104724174	104747325	+	ADSS1	104724185	protein_coding
chr6	31622774	31622860	+		31622774	protein_coding
chr6	31623874	31625499	+		31623874	protein_coding
chr6	146027646	146437601	+	GRM1	146027668	protein_coding
chr6	146027646	146437601	+	GRM1	146027707	protein_coding
chr6	146027646	146437601	+	GRM1	146027782	protein_coding
chr6	146027646	146437601	+	GRM1	146029062	protein_coding
chr6	146027646	146437601	+	GRM1	146029283	protein_coding
chr6	146027646	146437601	+	GRM1	146029486	protein_coding
chr3	47562238	47580792	-	CSPG5	47578865	protein_coding
chr3	47562238	47580792	-	CSPG5	47578133	protein_coding
chr3	47562238	47580792	-	CSPG5	47580792	protein_coding
chr3	47562238	47580792	-	CSPG5	47578869	protein_coding
chrX	71056332	71073426	-	SNX12	71068448	protein_coding
chrX	71056332	71073426	-	SNX12	71068334	protein_coding
chrX	71056332	71073426	-	SNX12	71073426	protein_coding
chrX	71056332	71073426	-	SNX12	71068403	protein_coding
chrX	71056332	71073426	-	SNX12	71068333	protein_coding
chr19	54816468	54830778	+	KIR3DL1	54816468	protein_coding
chr19	54816468	54830778	+	KIR3DL1	54816487	protein_coding
chr19	54816468	54830778	+	KIR3DL1	54816490	protein_coding
chr2	214411054	214578976	+	VWC2L	214411054	protein_coding
chr2	214411054	214578976	+	VWC2L	214411065	protein_coding
chr12	9752486	9760901	-	CD69	9760901	protein_coding
chr22	30356635	30378673	+	CCDC157	30356635	protein_coding
chr22	30356635	30378673	+	CCDC157	30357007	protein_coding
chr22	30356635	30378673	+	CCDC157	30357001	protein_coding
chr22	30356635	30378673	+	CCDC157	30356667	protein_coding
chrX	152733757	152737679	+	MAGEA12	152733757	protein_coding
chrX	152733757	152737679	+	MAGEA12	152733779	protein_coding
chrX	152733757	152737679	+	MAGEA12	152733862	protein_coding
chrX	152733757	152737679	+	MAGEA12	152733940	protein_coding
chr14	69854131	70032366	+	SMOC1	69879416	protein_coding
chr14	69854131	70032366	+	SMOC1	69879426	protein_coding
chr14	69854131	70032366	+	SMOC1	69879411	protein_coding
chr14	69854131	70032366	+	SMOC1	69879414	protein_coding
chr14	69854131	70032366	+	SMOC1	69879471	protein_coding
chr3	48223347	48225491	+	CAMP	48223347	protein_coding
chr3	48223347	48225491	+	CAMP	48223495	protein_coding
chrX	65034788	65507887	+	ZC3H12B	65034788	protein_coding
chrX	65034788	65507887	+	ZC3H12B	65034826	protein_coding
chrX	65034788	65507887	+	ZC3H12B	65482525	protein_coding
chrX	65034788	65507887	+	ZC3H12B	65366638	protein_coding
chr13	106489745	106535662	-	EFNB2	106535662	protein_coding
chr13	106489745	106535662	-	EFNB2	106535659	protein_coding
chr12	9827481	9845007	+	KLRF1	9827481	protein_coding
chr12	9827481	9845007	+	KLRF1	9827521	protein_coding
chr22	45192244	45240944	-	KIAA0930	45240894	protein_coding
chr22	45192244	45240944	-	KIAA0930	45205849	protein_coding
chr22	45192244	45240944	-	KIAA0930	45212488	protein_coding
chr22	45192244	45240944	-	KIAA0930	45226903	protein_coding
chr22	45192244	45240944	-	KIAA0930	45236277	protein_coding
chr22	45192244	45240944	-	KIAA0930	45213499	protein_coding
chr22	45192244	45240944	-	KIAA0930	45212445	protein_coding
chr22	45192244	45240944	-	KIAA0930	45212417	protein_coding
chr22	45192244	45240944	-	KIAA0930	45240944	protein_coding
chr22	45192244	45240944	-	KIAA0930	45240921	protein_coding
chr22	45192244	45240944	-	KIAA0930	45240934	protein_coding
chr22	45192244	45240944	-	KIAA0930	45240913	protein_coding
chr22	45192244	45240944	-	KIAA0930	45240864	protein_coding
chr20	45812576	45816957	+	UBE2C	45812576	protein_coding
chr20	45812576	45816957	+	UBE2C	45812635	protein_coding
chr20	45812576	45816957	+	UBE2C	45812644	protein_coding
chr20	45812576	45816957	+	UBE2C	45812658	protein_coding
chr20	45812576	45816957	+	UBE2C	45812674	protein_coding
chr20	45812576	45816957	+	UBE2C	45813006	protein_coding
chr20	45812576	45816957	+	UBE2C	45812614	protein_coding
chr20	45812576	45816957	+	UBE2C	45812639	protein_coding
chr3	48372219	48401259	+	FBXW12	48372219	protein_coding
chr3	48372219	48401259	+	FBXW12	48372275	protein_coding
chr13	40931242	41061440	-	ELF1	41019316	protein_coding
chr13	40931242	41061440	-	ELF1	40982225	protein_coding
chr13	40931242	41061440	-	ELF1	40982899	protein_coding
chr13	40931242	41061440	-	ELF1	41061440	protein_coding
chr13	40931242	41061440	-	ELF1	41061384	protein_coding
chr13	40931242	41061440	-	ELF1	41061226	protein_coding
chr13	40931242	41061440	-	ELF1	41060216	protein_coding
chr13	40931242	41061440	-	ELF1	41020144	protein_coding
chr13	40931242	41061440	-	ELF1	41019350	protein_coding
chr13	40931242	41061440	-	ELF1	41019343	protein_coding
chr13	40931242	41061440	-	ELF1	41019333	protein_coding
chr13	40931242	41061440	-	ELF1	41019308	protein_coding
chr13	40931242	41061440	-	ELF1	40982894	protein_coding
chr13	40931242	41061440	-	ELF1	41061389	protein_coding
chrX	47142071	47145466	-	NDUFB11	47145466	protein_coding
chrX	47142071	47145466	-	NDUFB11	47144688	protein_coding
chrX	47142071	47145466	-	NDUFB11	47144702	protein_coding
chrX	47142071	47145466	-	NDUFB11	47144707	protein_coding
chrX	47142071	47145466	-	NDUFB11	47144710	protein_coding
chrX	47142071	47145466	-	NDUFB11	47144731	protein_coding
chrX	47142071	47145466	-	NDUFB11	47144718	protein_coding
chr19	14087851	14091036	-	SAMD1	14090751	protein_coding
chr19	14087851	14091036	-	SAMD1	14091036	protein_coding
chr2	214931542	215138626	-	ABCA12	215138626	protein_coding
chr2	214931542	215138626	-	ABCA12	215032086	protein_coding
chr2	214931542	215138626	-	ABCA12	215138404	protein_coding
chrX	71578437	71613584	+	GCNA	71578437	protein_coding
chrX	71578437	71613584	+	GCNA	71580285	protein_coding
chrX	71578437	71613584	+	GCNA	71579893	protein_coding
chr9	6328375	6331891	+	TPD52L3	6328375	protein_coding
chr19	38409051	38426305	-	RASGRP4	38426187	protein_coding
chr19	38409051	38426305	-	RASGRP4	38426219	protein_coding
chr19	38409051	38426305	-	RASGRP4	38426305	protein_coding
chr19	38409051	38426305	-	RASGRP4	38426162	protein_coding
chr12	9881489	9895833	+	KLRF2	9881489	protein_coding
chr12	9898673	9932370	-	CLEC2A	9932347	protein_coding
chr12	9898673	9932370	-	CLEC2A	9932370	protein_coding
chr6	70856679	70957060	-	B3GAT2	70957060	protein_coding
chr6	70856679	70957060	-	B3GAT2	70956429	protein_coding
chrX	150980509	150990775	+	HMGB3	150980509	protein_coding
chrX	150980509	150990775	+	HMGB3	150983335	protein_coding
chrX	150980509	150990775	+	HMGB3	150983385	protein_coding
chrX	150980509	150990775	+	HMGB3	150983406	protein_coding
chrX	150980509	150990775	+	HMGB3	150985531	protein_coding
chrX	150980509	150990775	+	HMGB3	150983286	protein_coding
chrX	150980509	150990775	+	HMGB3	150983366	protein_coding
chrX	150980509	150990775	+	HMGB3	150984343	protein_coding
chrX	150980509	150990775	+	HMGB3	150983358	protein_coding
chrX	150980509	150990775	+	HMGB3	150983461	protein_coding
chrX	150980509	150990775	+	HMGB3	150983306	protein_coding
chrX	150980509	150990775	+	HMGB3	150983463	protein_coding
chrX	150980509	150990775	+	HMGB3	150984604	protein_coding
chr3	126982693	127037389	+	PLXNA1	126982693	protein_coding
chr3	126982693	127037389	+	PLXNA1	126983115	protein_coding
chr12	9951316	9995694	+	CLEC12A	9951316	protein_coding
chr12	9951316	9995694	+	CLEC12A	9971409	protein_coding
chr12	9951316	9995694	+	CLEC12A	9971415	protein_coding
chr12	9951316	9995694	+	CLEC12A	9971435	protein_coding
chr12	9951316	9995694	+	CLEC12A	9971597	protein_coding
chr6	43770184	43786487	+	VEGFA	43770211	protein_coding
chr6	43770184	43786487	+	VEGFA	43770213	protein_coding
chr6	43770184	43786487	+	VEGFA	43770707	protein_coding
chr6	43770184	43786487	+	VEGFA	43770782	protein_coding
chr6	43770184	43786487	+	VEGFA	43770793	protein_coding
chr6	43770184	43786487	+	VEGFA	43771083	protein_coding
chr6	43770184	43786487	+	VEGFA	43771209	protein_coding
chr6	43770184	43786487	+	VEGFA	43771247	protein_coding
chr6	43770184	43786487	+	VEGFA	43771992	protein_coding
chr6	43770184	43786487	+	VEGFA	43774353	protein_coding
chr22	30576625	30607083	-	PES1	30591910	protein_coding
chr22	30576625	30607083	-	PES1	30607083	protein_coding
chr22	30576625	30607083	-	PES1	30579923	protein_coding
chr22	30576625	30607083	-	PES1	30606988	protein_coding
chr22	30576625	30607083	-	PES1	30591880	protein_coding
chr22	30576625	30607083	-	PES1	30591858	protein_coding
chr22	30576625	30607083	-	PES1	30591866	protein_coding
chr22	30576625	30607083	-	PES1	30591913	protein_coding
chr22	30576625	30607083	-	PES1	30591900	protein_coding
chr22	30576625	30607083	-	PES1	30591890	protein_coding
chr22	30576625	30607083	-	PES1	30591896	protein_coding
chr22	30576625	30607083	-	PES1	30591889	protein_coding
chr20	62816244	62841163	+	COL9A3	62817050	protein_coding
chr20	62816244	62841163	+	COL9A3	62817790	protein_coding
chr20	62816244	62841163	+	COL9A3	62817028	protein_coding
chr20	62816244	62841163	+	COL9A3	62817013	protein_coding
chr3	98130721	98138548	+	OR5H1	98130721	protein_coding
chr3	98147479	98156614	+	OR5H14	98147479	protein_coding
chr3	98147479	98156614	+	OR5H14	98149326	protein_coding
chrX	40648305	40735877	-	MED14	40735542	protein_coding
chrX	40648305	40735877	-	MED14	40659334	protein_coding
chrX	40648305	40735877	-	MED14	40664451	protein_coding
chrX	40648305	40735877	-	MED14	40735877	protein_coding
chrX	40648305	40735877	-	MED14	40735869	protein_coding
chrX	40648305	40735877	-	MED14	40735540	protein_coding
chrX	40648305	40735877	-	MED14	40735512	protein_coding
chrX	40648305	40735877	-	MED14	40735539	protein_coding
chrX	40648305	40735877	-	MED14	40735545	protein_coding
chr3	98263252	98265356	+	OR5H6	98263252	protein_coding
chr3	98263252	98265356	+	OR5H6	98264244	protein_coding
chr3	98263252	98265356	+	OR5H6	98264285	protein_coding
chr14	94462717	94481125	-	SERPINA9	94476198	protein_coding
chr14	94462717	94481125	-	SERPINA9	94476211	protein_coding
chr14	94462717	94481125	-	SERPINA9	94476243	protein_coding
chr14	94462717	94481125	-	SERPINA9	94476197	protein_coding
chr14	94462717	94481125	-	SERPINA9	94476333	protein_coding
chr14	94462717	94481125	-	SERPINA9	94475985	protein_coding
chr14	94462717	94481125	-	SERPINA9	94481125	protein_coding
chr14	94462717	94481125	-	SERPINA9	94476224	protein_coding
chr3	46612525	46626543	+	FAM240A	46612525	protein_coding
chr3	46494611	46500950	+	RTP3	46494611	protein_coding
chr3	46494611	46500950	+	RTP3	46497976	protein_coding
chr13	110878540	110915071	-	ANKRD10	110915069	protein_coding
chr13	110878540	110915071	-	ANKRD10	110893132	protein_coding
chr13	110878540	110915071	-	ANKRD10	110915006	protein_coding
chr13	110878540	110915071	-	ANKRD10	110915071	protein_coding
chr13	110878540	110915071	-	ANKRD10	110915053	protein_coding
chr13	110878540	110915071	-	ANKRD10	110915067	protein_coding
chr13	110878540	110915071	-	ANKRD10	110915030	protein_coding
chr13	110878540	110915071	-	ANKRD10	110915018	protein_coding
chr13	110878540	110915071	-	ANKRD10	110915060	protein_coding
chr13	110878540	110915071	-	ANKRD10	110915016	protein_coding
chr3	124033369	124726325	+	KALRN	124033369	protein_coding
chr3	124033369	124726325	+	KALRN	124033585	protein_coding
chr3	124033369	124726325	+	KALRN	124033738	protein_coding
chr3	124033369	124726325	+	KALRN	124094681	protein_coding
chr3	124033369	124726325	+	KALRN	124094711	protein_coding
chr3	124033369	124726325	+	KALRN	124094725	protein_coding
chr3	124033369	124726325	+	KALRN	124094730	protein_coding
chr3	124033369	124726325	+	KALRN	124227990	protein_coding
chr3	124033369	124726325	+	KALRN	124334427	protein_coding
chr3	124033369	124726325	+	KALRN	124384385	protein_coding
chr3	124033369	124726325	+	KALRN	124384513	protein_coding
chr3	124033369	124726325	+	KALRN	124384526	protein_coding
chr3	124033369	124726325	+	KALRN	124384611	protein_coding
chr3	124033369	124726325	+	KALRN	124384719	protein_coding
chr3	124033369	124726325	+	KALRN	124384725	protein_coding
chr3	124033369	124726325	+	KALRN	124384763	protein_coding
chr3	124033369	124726325	+	KALRN	124384852	protein_coding
chr3	124033369	124726325	+	KALRN	124384953	protein_coding
chr3	124033369	124726325	+	KALRN	124456700	protein_coding
chr3	124033369	124726325	+	KALRN	124584659	protein_coding
chr3	124033369	124726325	+	KALRN	124584677	protein_coding
chr3	124033369	124726325	+	KALRN	124584682	protein_coding
chr12	12940575	12952170	-	GPRC5D	12952170	protein_coding
chr12	12940575	12952170	-	GPRC5D	12950384	protein_coding
chr12	4562208	4615302	+	DYRK4	4562208	protein_coding
chr12	4562208	4615302	+	DYRK4	4590078	protein_coding
chr12	4562208	4615302	+	DYRK4	4590320	protein_coding
chr12	4562208	4615302	+	DYRK4	4610156	protein_coding
chr2	230864639	230879248	+	ITM2C	230864639	protein_coding
chr2	230864639	230879248	+	ITM2C	230864654	protein_coding
chr2	230864639	230879248	+	ITM2C	230864942	protein_coding
chr2	230864639	230879248	+	ITM2C	230864948	protein_coding
chr2	230864639	230879248	+	ITM2C	230864980	protein_coding
chr2	230864639	230879248	+	ITM2C	230865248	protein_coding
chr2	230864639	230879248	+	ITM2C	230865268	protein_coding
chr2	230864639	230879248	+	ITM2C	230865664	protein_coding
chr2	230864639	230879248	+	ITM2C	230878218	protein_coding
chr14	105489855	105499575	+	TEDC1	105489855	protein_coding
chr14	105489855	105499575	+	TEDC1	105489863	protein_coding
chr14	105489855	105499575	+	TEDC1	105489876	protein_coding
chr14	105489855	105499575	+	TEDC1	105490124	protein_coding
chr14	105489855	105499575	+	TEDC1	105490183	protein_coding
chr14	105489855	105499575	+	TEDC1	105490296	protein_coding
chr14	105489855	105499575	+	TEDC1	105491065	protein_coding
chr14	105489855	105499575	+	TEDC1	105491234	protein_coding
chr14	105489855	105499575	+	TEDC1	105491246	protein_coding
chr14	105489855	105499575	+	TEDC1	105491268	protein_coding
chr14	105489855	105499575	+	TEDC1	105491394	protein_coding
chr14	105489855	105499575	+	TEDC1	105491196	protein_coding
chr14	105489855	105499575	+	TEDC1	105491236	protein_coding
chr14	105489855	105499575	+	TEDC1	105491265	protein_coding
chr13	25245495	25287521	-	MTMR6	25287488	protein_coding
chr13	25245495	25287521	-	MTMR6	25287510	protein_coding
chr13	25245495	25287521	-	MTMR6	25287521	protein_coding
chr13	25245495	25287521	-	MTMR6	25287517	protein_coding
chr13	25245495	25287521	-	MTMR6	25287448	protein_coding
chr13	25245495	25287521	-	MTMR6	25287403	protein_coding
chr13	25245495	25287521	-	MTMR6	25287469	protein_coding
chr13	25245495	25287521	-	MTMR6	25287429	protein_coding
chr12	4649101	4774184	+		4649101	protein_coding
chr12	4809334	4813318	+	KCNA6	4809334	protein_coding
chr12	4909905	4918256	+	KCNA1	4909905	protein_coding
chr12	4909905	4918256	+	KCNA1	4912191	protein_coding
chr12	50842920	50887884	+	TMPRSS12	50842920	protein_coding
chr12	50842920	50887884	+	TMPRSS12	50842926	protein_coding
chr2	202073255	202205188	+	KIAA2012	202073289	protein_coding
chr2	202073255	202205188	+	KIAA2012	202073255	protein_coding
chr12	50952538	50970607	+	HIGD1C	50952538	protein_coding
chr12	50952538	50970607	+	HIGD1C	50952544	protein_coding
chr12	50952538	50970607	+	HIGD1C	50953922	protein_coding
chr13	114154691	114223085	+	CFAP97D2	114154691	protein_coding
chr13	114154691	114223085	+	CFAP97D2	114179250	protein_coding
chr13	114154691	114223085	+	CFAP97D2	114179257	protein_coding
chr13	114154691	114223085	+	CFAP97D2	114179331	protein_coding
chr13	114154691	114223085	+	CFAP97D2	114179298	protein_coding
chr3	87259404	87276584	-	POU1F1	87276584	protein_coding
chr3	87259404	87276584	-	POU1F1	87276462	protein_coding
chr12	8602155	8613242	-	AICDA	8612867	protein_coding
chr12	8602155	8613242	-	AICDA	8612859	protein_coding
