Chromosome	Start	End	Strand	Gene	Transcription_Start_Site	Transcript_type
chr17	38079498	38084640	+	Or10al6	38079498	protein_coding
chr17	38079498	38084640	+	Or10al6	38082190	protein_coding
chr17	38079498	38084640	+	Or10al6	38082519	protein_coding
chr8	117648469	117668246	+	Cenpn	117648479	protein_coding
chr8	117648469	117668246	+	Cenpn	117648486	protein_coding
chr8	117648469	117668246	+	Cenpn	117649066	protein_coding
chr13	38529083	38684278	+	Bmp6	38529083	protein_coding
chr13	38529083	38684278	+	Bmp6	38578421	protein_coding
chrX	70093846	70199662	+	Mamld1	70093846	protein_coding
chrX	70093846	70199662	+	Mamld1	70093862	protein_coding
chr19	13864284	13875292	-	Or9i16	13875292	protein_coding
chr19	13864284	13875292	-	Or9i16	13865669	protein_coding
chr17	38104420	38109025	+	Or2g1	38104420	protein_coding
chr17	38104420	38109025	+	Or2g1	38104635	protein_coding
chr17	38104420	38109025	+	Or2g1	38106337	protein_coding
chr19	13890894	13899230	+	Or9i1b	13890894	protein_coding
chr19	13890894	13899230	+	Or9i1b	13896306	protein_coding
chr1	52824586	52856847	-	Inpp1	52856847	protein_coding
chr1	52824586	52856847	-	Inpp1	52856727	protein_coding
chr1	52824586	52856847	-	Inpp1	52839530	protein_coding
chr17	38110779	38119508	+	Or2b4	38110779	protein_coding
chr17	38110779	38119508	+	Or2b4	38110882	protein_coding
chr17	38110779	38119508	+	Or2b4	38112070	protein_coding
chr17	38110779	38119508	+	Or2b4	38115960	protein_coding
chr3	130411097	130431170	+	Etnppl	130411097	protein_coding
chr3	130411097	130431170	+	Etnppl	130411218	protein_coding
chr3	130411097	130431170	+	Etnppl	130411342	protein_coding
chr3	130411097	130431170	+	Etnppl	130420169	protein_coding
chr5	76331727	76357092	+	Tmem165	76331727	protein_coding
chr5	76331727	76357092	+	Tmem165	76346964	protein_coding
chr17	38143840	38149381	+	Or14j1	38143840	protein_coding
chr17	38143840	38149381	+	Or14j1	38145802	protein_coding
chr19	15882042	15924701	-	Psat1	15902423	protein_coding
chr19	15882042	15924701	-	Psat1	15901986	protein_coding
chr19	15882042	15924701	-	Psat1	15924701	protein_coding
chr11	60427207	60449338	+	Alkbh5	60428804	protein_coding
chr2	70542751	70656072	-	Tlk1	70656072	protein_coding
chr17	38158374	38162948	+	Or14j5	38158374	protein_coding
chr17	38158374	38162948	+	Or14j5	38158403	protein_coding
chr17	38158374	38162948	+	Or14j5	38161485	protein_coding
chr13	8252902	8818783	+	Adarb2	8252902	protein_coding
chr13	8252902	8818783	+	Adarb2	8252958	protein_coding
chr7	110226868	110229027	+	Adm	110226868	protein_coding
chr17	26780463	26875908	+	Ergic1	26780463	protein_coding
chr17	26780463	26875908	+	Ergic1	26780519	protein_coding
chr17	26780463	26875908	+	Ergic1	26813850	protein_coding
chr17	26780463	26875908	+	Ergic1	26820299	protein_coding
chr17	26780463	26875908	+	Ergic1	26840423	protein_coding
chr18	84685590	84703827	-	Cndp2	84703827	protein_coding
chr18	84685590	84703827	-	Cndp2	84700184	protein_coding
chr18	84685590	84703827	-	Cndp2	84702987	protein_coding
chr18	84685590	84703827	-	Cndp2	84702509	protein_coding
chr11	116536421	116545139	-	Cygb	116545139	protein_coding
chr1	52884088	52960145	+	Hibch	52884172	protein_coding
chr1	52884088	52960145	+	Hibch	52884205	protein_coding
chr16	4653280	4685550	+	4930562C15Rik	4653280	protein_coding
chr16	4653280	4685550	+	4930562C15Rik	4676118	protein_coding
chrX	163052367	163156007	+	Pir	163052367	protein_coding
chrX	163052367	163156007	+	Pir	163052427	protein_coding
chr11	116566129	116585694	-	St6galnac2	116585694	protein_coding
chr5	9168801	9211776	-	Dmtf1	9211776	protein_coding
chr5	9168801	9211776	-	Dmtf1	9211749	protein_coding
chr5	9168801	9211776	-	Dmtf1	9211701	protein_coding
chr5	9168801	9211776	-	Dmtf1	9211716	protein_coding
chr5	9168801	9211776	-	Dmtf1	9202045	protein_coding
chr5	9168801	9211776	-	Dmtf1	9202938	protein_coding
chr8	61964467	62355724	-	Palld	62044176	protein_coding
chr8	61964467	62355724	-	Palld	62213123	protein_coding
chr8	61964467	62355724	-	Palld	62355703	protein_coding
chr8	61964467	62355724	-	Palld	62044173	protein_coding
chr8	61964467	62355724	-	Palld	62355724	protein_coding
chr7	89951460	90059927	+	Sytl2	89951460	protein_coding
chr7	89951460	90059927	+	Sytl2	89997907	protein_coding
chr7	89951460	90059927	+	Sytl2	90029854	protein_coding
chr9	89973718	89996827	-	Morf4l1	89996768	protein_coding
chr9	89973718	89996827	-	Morf4l1	89996827	protein_coding
chr9	89973718	89996827	-	Morf4l1	89996797	protein_coding
chr9	89973718	89996827	-	Morf4l1	89996712	protein_coding
chr11	116568309	116572116	-	St6galnac2	116572116	protein_coding
chr16	4692642	4698179	-	Ubald1	4698179	protein_coding
chr11	116655851	116666333	-	St6galnac1	116666333	protein_coding
chr4	135583058	135597219	+	Srsf10	135583058	protein_coding
chr16	4704113	4756160	+	Mgrn1	4704113	protein_coding
chr16	4704113	4756160	+	Mgrn1	4704116	protein_coding
chr16	4704113	4756160	+	Mgrn1	4704132	protein_coding
chr16	4704113	4756160	+	Mgrn1	4704250	protein_coding
chr13	112424985	112520536	+	Ankrd55	112425052	protein_coding
chr13	112424985	112520536	+	Ankrd55	112425123	protein_coding
chr13	112424985	112520536	+	Ankrd55	112425354	protein_coding
chr13	112424985	112520536	+	Ankrd55	112454988	protein_coding
chr13	112424985	112520536	+	Ankrd55	112424985	protein_coding
chr1	121358778	121434189	+	Ccdc93	121358778	protein_coding
chr1	121358778	121434189	+	Ccdc93	121358839	protein_coding
chr19	15933137	15962353	-	Cep78	15962353	protein_coding
chrX	163156374	163185646	+	Vegfd	163156374	protein_coding
chr3	130489561	130503093	-	Ostc	130503093	protein_coding
chr11	60590549	60605012	+	Llgl1	60590549	protein_coding
chr11	60590549	60605012	+	Llgl1	60590671	protein_coding
chr18	84737361	84758561	+	Dipk1c	84738144	protein_coding
chr18	84737361	84758561	+	Dipk1c	84739008	protein_coding
chr18	84737361	84758561	+	Dipk1c	84738367	protein_coding
chrX	142301587	142580792	+	Pak3	142448741	protein_coding
chrX	142301587	142580792	+	Pak3	142447369	protein_coding
chrX	142301587	142580792	+	Pak3	142447575	protein_coding
chrX	142301587	142580792	+	Pak3	142447286	protein_coding
chrX	142301587	142580792	+	Pak3	142447387	protein_coding
chrX	142301587	142580792	+	Pak3	142447522	protein_coding
chrX	142301587	142580792	+	Pak3	142301694	protein_coding
chrX	142301587	142580792	+	Pak3	142301587	protein_coding
chrX	142301587	142580792	+	Pak3	142476282	protein_coding
chr3	52175757	52260642	+	Foxo1	52175757	protein_coding
chr3	96634980	96698954	+	Rnf115	96634980	protein_coding
chr19	16110195	16364827	+	Gnaq	16110195	protein_coding
chr12	104896192	104976068	-	Syne3	104976068	protein_coding
chr12	104896192	104976068	-	Syne3	104964936	protein_coding
chr18	84816683	84854841	-	Gm17266	84854841	protein_coding
chr18	84856829	84897996	+	Cyb5a	84869463	protein_coding
chr18	84856829	84897996	+	Cyb5a	84870004	protein_coding
chr2	155232576	155315814	-	Ncoa6	155315726	protein_coding
chr2	155232576	155315814	-	Ncoa6	155315814	protein_coding
chr2	155232576	155315814	-	Ncoa6	155282705	protein_coding
chr2	155232576	155315814	-	Ncoa6	155282703	protein_coding
chr17	38211328	38217686	+	Or14j6	38211328	protein_coding
chr17	38211328	38217686	+	Or14j6	38214413	protein_coding
chr19	16413126	16588184	+	Gna14	16413126	protein_coding
chr19	16413126	16588184	+	Gna14	16416664	protein_coding
chr17	38231439	38237692	+	Or14j7	38231439	protein_coding
chr17	38231439	38237692	+	Or14j7	38234397	protein_coding
chr3	96706079	96736667	-	Cd160	96736667	protein_coding
chr3	96706079	96736667	-	Cd160	96721837	protein_coding
chr17	38262942	38263970	-	Or14j8	38263970	protein_coding
chr17	38361748	38370970	-	Or10al7	38370970	protein_coding
chr17	38361748	38370970	-	Or10al7	38366482	protein_coding
chr19	16933482	17201296	+	Prune2	16933482	protein_coding
chr19	16933482	17201296	+	Prune2	17114130	protein_coding
chr17	38374812	38383681	+	Or2g7	38374812	protein_coding
chr17	38374812	38383681	+	Or2g7	38374841	protein_coding
chr17	38374812	38383681	+	Or2g7	38378064	protein_coding
chr17	26882205	26918621	+	Atp6v0e	26882205	protein_coding
chr17	26882205	26918621	+	Atp6v0e	26895131	protein_coding
chr17	26882205	26918621	+	Atp6v0e	26895344	protein_coding
chr17	26882205	26918621	+	Atp6v0e	26895386	protein_coding
chr18	84952907	84999598	+	Fbxo15	84952907	protein_coding
chr18	84952907	84999598	+	Fbxo15	84970241	protein_coding
chr18	84952907	84999598	+	Fbxo15	84983635	protein_coding
chr18	84952907	84999598	+	Fbxo15	84953283	protein_coding
chr3	130520480	130524047	-	Rpl34	130523986	protein_coding
chr3	130520480	130524047	-	Rpl34	130524047	protein_coding
chr3	130520480	130524047	-	Rpl34	130523970	protein_coding
chr3	130520480	130524047	-	Rpl34	130523983	protein_coding
chr3	130520480	130524047	-	Rpl34	130523995	protein_coding
chr13	38684055	38712800	-	Txndc5	38712466	protein_coding
chr13	38684055	38712800	-	Txndc5	38711890	protein_coding
chr13	38684055	38712800	-	Txndc5	38712800	protein_coding
chr17	38392515	38399584	-	Or2y3	38399584	protein_coding
chr17	38392515	38399584	-	Or2y3	38393890	protein_coding
chr17	38440754	38445417	-	Or2h15	38445417	protein_coding
chr17	38440754	38445417	-	Or2h15	38442081	protein_coding
chr17	38456172	38462160	+	Or2n1b	38456172	protein_coding
chr17	38456172	38462160	+	Or2n1b	38456273	protein_coding
chr17	38456172	38462160	+	Or2n1b	38456284	protein_coding
chr17	38456172	38462160	+	Or2n1b	38459392	protein_coding
chr18	84964316	84969649	-	Timm21	84969649	protein_coding
chr17	38482279	38487469	+	Or2n1	38482279	protein_coding
chr17	38482279	38487469	+	Or2n1	38485977	protein_coding
chr9	42240915	42311225	-	Tecta	42311225	protein_coding
chr9	42240915	42311225	-	Tecta	42311023	protein_coding
chr17	38515226	38521806	+	Or2n1c	38515226	protein_coding
chr17	38515226	38521806	+	Or2n1c	38519060	protein_coding
chr1	121437571	121456194	-	Htr5b	121456194	protein_coding
chr17	26934624	26995609	+	Crebrf	26934624	protein_coding
chr17	26934624	26995609	+	Crebrf	26934629	protein_coding
chr17	26934624	26995609	+	Crebrf	26934684	protein_coding
chr17	26934624	26995609	+	Crebrf	26934698	protein_coding
chr4	86901361	87148714	-	Slc24a2	87148714	protein_coding
chr4	86901361	87148714	-	Slc24a2	87146110	protein_coding
chr4	86901361	87148714	-	Slc24a2	87146114	protein_coding
chr4	86901361	87148714	-	Slc24a2	87094522	protein_coding
chr4	86901361	87148714	-	Slc24a2	87146200	protein_coding
chr1	52961483	53059338	-	1700019D03Rik	52992003	protein_coding
chr1	52961483	53059338	-	1700019D03Rik	52992509	protein_coding
chr1	52961483	53059338	-	1700019D03Rik	53002419	protein_coding
chr1	52961483	53059338	-	1700019D03Rik	53059338	protein_coding
chr1	52961483	53059338	-	1700019D03Rik	53031814	protein_coding
chr1	52961483	53059338	-	1700019D03Rik	53011205	protein_coding
chr1	52961483	53059338	-	1700019D03Rik	53031815	protein_coding
chr15	41727472	41733116	-	Abra	41733116	protein_coding
chr3	96736600	96778242	+	Pdzk1	96736600	protein_coding
chr3	96736600	96778242	+	Pdzk1	96736779	protein_coding
chr3	96736600	96778242	+	Pdzk1	96737392	protein_coding
chr3	96736600	96778242	+	Pdzk1	96739470	protein_coding
chr3	96736600	96778242	+	Pdzk1	96739487	protein_coding
chr3	96736600	96778242	+	Pdzk1	96740542	protein_coding
chr12	104998947	105009165	+	Glrx5	104998947	protein_coding
chr12	104998947	105009165	+	Glrx5	104998949	protein_coding
chr11	116693888	116718872	-	Mxra7	116718872	protein_coding
chr11	116693888	116718872	-	Mxra7	116718839	protein_coding
chr15	42288119	42540373	-	Angpt1	42540373	protein_coding
chr12	105582395	105651470	-	Atg2b	105613088	protein_coding
chr12	105582395	105651470	-	Atg2b	105651470	protein_coding
chr1	53100799	53107238	+	Mstn	53100799	protein_coding
chr1	53100799	53107238	+	Mstn	53100816	protein_coding
chr18	86413077	86524843	+	Neto1	86413077	protein_coding
chr18	86413077	86524843	+	Neto1	86517081	protein_coding
chr11	116728258	116734275	-	Jmjd6	116734275	protein_coding
chr11	116728258	116734275	-	Jmjd6	116732077	protein_coding
chr15	42884190	43034222	-	Rspo2	43034222	protein_coding
chr15	42884190	43034222	-	Rspo2	43034214	protein_coding
chr17	38571926	38587301	+	Or2n1e	38571926	protein_coding
chr17	38571926	38587301	+	Or2n1e	38571959	protein_coding
chr17	38571926	38587301	+	Or2n1e	38585664	protein_coding
chr1	121481564	121495718	-	Ddx18	121495718	protein_coding
chr1	121481564	121495718	-	Ddx18	121488000	protein_coding
chr17	38614418	38618461	-	Or2j3	38618461	protein_coding
chr17	38614418	38618461	-	Or2j3	38616351	protein_coding
chr19	17303505	17350208	-	Gcnt1	17334031	protein_coding
chr19	17303505	17350208	-	Gcnt1	17350208	protein_coding
chr19	17303505	17350208	-	Gcnt1	17312800	protein_coding
chr19	17303505	17350208	-	Gcnt1	17316932	protein_coding
chr15	43113454	43146115	-	Eif3e	43146115	protein_coding
chr2	70794905	70885927	-	Mettl8	70885927	protein_coding
chr2	70794905	70885927	-	Mettl8	70848718	protein_coding
chr2	70794905	70885927	-	Mettl8	70803732	protein_coding
chr2	70794905	70885927	-	Mettl8	70885916	protein_coding
chr17	38640722	38647534	+	Or2n1d	38640722	protein_coding
chr17	38640722	38647534	+	Or2n1d	38640742	protein_coding
chr17	38640722	38647534	+	Or2n1d	38640744	protein_coding
chr17	38640722	38647534	+	Or2n1d	38646050	protein_coding
chr18	86729235	86736408	+	Cbln2	86729235	protein_coding
chr18	86729235	86736408	+	Cbln2	86729645	protein_coding
chr18	86729235	86736408	+	Cbln2	86730190	protein_coding
chr18	86729235	86736408	+	Cbln2	86731173	protein_coding
chr17	27000040	27011539	+	Bnip1	27000040	protein_coding
chr17	27000040	27011539	+	Bnip1	27000067	protein_coding
chr17	27000040	27011539	+	Bnip1	27000132	protein_coding
chr19	17371407	17378713	+	Rfk	17371407	protein_coding
chr11	116734104	116745089	+	Mettl23	116734104	protein_coding
chr11	116734104	116745089	+	Mettl23	116739727	protein_coding
chr19	17409683	17814996	-	Pcsk5	17814996	protein_coding
chr15	43340625	43391159	+	Emc2	43340625	protein_coding
chr18	87774410	87776275	+	Bhmt1b	87774410	protein_coding
chr4	135598229	135601161	-	Pnrc2	135601161	protein_coding
chr4	135598229	135601161	-	Pnrc2	135600881	protein_coding
chr4	135598229	135601161	-	Pnrc2	135600372	protein_coding
chr9	57697636	57744076	-	Arid3b	57743989	protein_coding
chr9	57697636	57744076	-	Arid3b	57743991	protein_coding
chr9	57697636	57744076	-	Arid3b	57703504	protein_coding
chr9	57697636	57744076	-	Arid3b	57744076	protein_coding
chr9	57697636	57744076	-	Arid3b	57727910	protein_coding
chr9	57697636	57744076	-	Arid3b	57741519	protein_coding
chr8	62381121	62491278	+	Ddx60	62381121	protein_coding
chr8	62381121	62491278	+	Ddx60	62381123	protein_coding
chr18	88683348	88945605	-	Socs6	88912446	protein_coding
chr18	88683348	88945605	-	Socs6	88912340	protein_coding
chr18	88683348	88945605	-	Socs6	88912476	protein_coding
chr18	88683348	88945605	-	Socs6	88912434	protein_coding
chr18	88683348	88945605	-	Socs6	88905461	protein_coding
chr18	88683348	88945605	-	Socs6	88945605	protein_coding
chr11	35012051	35599334	+	Slit3	35012051	protein_coding
chr17	38727365	38731076	-	Esp36	38731076	protein_coding
chr3	96775597	96812662	-	Gpr89	96812662	protein_coding
chr1	85721162	85779297	+	Cab39	85721162	protein_coding
chr1	85721162	85779297	+	Cab39	85721262	protein_coding
chr1	85721162	85779297	+	Cab39	85722189	protein_coding
chr1	85721162	85779297	+	Cab39	85722232	protein_coding
chr15	43728042	43733432	-	Tmem74	43733432	protein_coding
chr17	27057638	27063983	-	Nkx2-5	27060539	protein_coding
chr17	27057638	27063983	-	Nkx2-5	27063983	protein_coding
chr15	44059531	44099308	+	Trhr	44059531	protein_coding
chr15	44059531	44099308	+	Trhr	44059629	protein_coding
chr12	105651088	105669282	+	Gskip	105651088	protein_coding
chr12	105651088	105669282	+	Gskip	105651643	protein_coding
chr4	135622705	135647518	+	Cnr2	135622705	protein_coding
chr4	135622705	135647518	+	Cnr2	135639129	protein_coding
chr17	38865083	38871512	+	Esp34	38865083	protein_coding
chr17	38950338	38956544	+	Esp31	38950338	protein_coding
chr12	105672235	105748706	+	Ak7	105672235	protein_coding
chr4	135648046	135667622	+	Fuca1	135648046	protein_coding
chr17	15587616	15597134	-	Dll1	15596238	protein_coding
chr17	15587616	15597134	-	Dll1	15597134	protein_coding
chr18	88989914	89149140	+	Rttn	88989914	protein_coding
chr15	97690545	97742383	-	Hdac7	97729375	protein_coding
chr15	97690545	97742383	-	Hdac7	97742383	protein_coding
chr15	97690545	97742383	-	Hdac7	97729648	protein_coding
chr15	97690545	97742383	-	Hdac7	97712744	protein_coding
chr15	97690545	97742383	-	Hdac7	97742150	protein_coding
chr15	97690545	97742383	-	Hdac7	97742183	protein_coding
chr15	97690545	97742383	-	Hdac7	97742045	protein_coding
chr15	97690545	97742383	-	Hdac7	97705514	protein_coding
chr15	97690545	97742383	-	Hdac7	97705865	protein_coding
chr16	4756625	4758896	+	Nudt16l1	4756625	protein_coding
chr16	4756625	4758896	+	Nudt16l1	4756976	protein_coding
chr16	4756625	4758896	+	Nudt16l1	4756986	protein_coding
chr11	60604949	60618089	-	Flii	60618089	protein_coding
chr4	116578145	116663153	+	Tesk2	116578145	protein_coding
chr4	116578145	116663153	+	Tesk2	116578166	protein_coding
chr4	116578145	116663153	+	Tesk2	116598880	protein_coding
chr1	85822002	85836396	+	Itm2c	85822002	protein_coding
chr1	85822002	85836396	+	Itm2c	85822340	protein_coding
chr3	96812009	96984732	+	Gja5	96812009	protein_coding
chr3	96812009	96984732	+	Gja5	96939732	protein_coding
chr17	39347586	39351118	+	Esp24	39347586	protein_coding
chr17	39347586	39351118	+	Esp24	39349176	protein_coding
chr3	52889296	52924658	-	Cog6	52924658	protein_coding
chr3	52889296	52924658	-	Cog6	52924637	protein_coding
chr3	52889296	52924658	-	Cog6	52924639	protein_coding
chr12	77284899	77523112	+	Fut8	77284899	protein_coding
chr12	77284899	77523112	+	Fut8	77284922	protein_coding
chr12	77284899	77523112	+	Fut8	77285839	protein_coding
chr17	27136065	27151557	+	Kifc5b	27136065	protein_coding
chr16	21467795	21513415	-	2510009E07Rik	21513415	protein_coding
chr16	21467795	21513415	-	2510009E07Rik	21511981	protein_coding
chr16	21467795	21513415	-	2510009E07Rik	21513379	protein_coding
chr16	21580037	21606557	-	Ehhadh	21606557	protein_coding
chr1	85856204	85868346	+	4933407L21Rik	85856204	protein_coding
chr1	85856204	85868346	+	4933407L21Rik	85856448	protein_coding
chr10	58159288	58260513	+	Lims1	58159288	protein_coding
chr10	58159288	58260513	+	Lims1	58207276	protein_coding
chr10	58159288	58260513	+	Lims1	58230195	protein_coding
chr10	58159288	58260513	+	Lims1	58230210	protein_coding
chr1	85866039	85888729	-	Gpr55	85888729	protein_coding
chr9	42323612	42419105	-	Tbcel	42368895	protein_coding
chr9	42323612	42419105	-	Tbcel	42383554	protein_coding
chr9	42323612	42419105	-	Tbcel	42372757	protein_coding
chr9	42323612	42419105	-	Tbcel	42383561	protein_coding
chr9	42323612	42419105	-	Tbcel	42383514	protein_coding
chr9	42323612	42419105	-	Tbcel	42419105	protein_coding
chr16	21613096	21752189	+	Map3k13	21613096	protein_coding
chr16	21613096	21752189	+	Map3k13	21644692	protein_coding
chr16	21613096	21752189	+	Map3k13	21710719	protein_coding
chr1	123249200	124773776	-	Dpp10	123973296	protein_coding
chr1	123249200	124773776	-	Dpp10	123972900	protein_coding
chr1	123249200	124773776	-	Dpp10	124773776	protein_coding
chr17	39353525	39354232	-	Gm21903	39354232	protein_coding
chr17	39384582	39387928	-	Esp23	39387928	protein_coding
chr17	39406225	39408042	+	Esp22	39406225	protein_coding
chr8	62510076	62576184	-	Anxa10	62576150	protein_coding
chr8	62510076	62576184	-	Anxa10	62576152	protein_coding
chr17	15616464	15653845	+	Fam120b	15616464	protein_coding
chr4	87688162	87951601	-	Mllt3	87951601	protein_coding
chr4	87688162	87951601	-	Mllt3	87724551	protein_coding
chr4	87688162	87951601	-	Mllt3	87724560	protein_coding
chr4	87688162	87951601	-	Mllt3	87724531	protein_coding
chr12	78241016	78255803	+	Ccdc196	78241016	protein_coding
chr12	78241016	78255803	+	Ccdc196	78243948	protein_coding
chr12	78273153	78731546	+	Gphn	78273153	protein_coding
chr12	78273153	78731546	+	Gphn	78273427	protein_coding
chr2	70885672	70929486	+	Dcaf17	70885672	protein_coding
chr2	70885672	70929486	+	Dcaf17	70886088	protein_coding
chr2	70885672	70929486	+	Dcaf17	70886102	protein_coding
chr2	70885672	70929486	+	Dcaf17	70886125	protein_coding
chr2	70885672	70929486	+	Dcaf17	70886128	protein_coding
chr2	70885672	70929486	+	Dcaf17	70886196	protein_coding
chr17	39717250	39721883	+	Esp18	39717250	protein_coding
chr16	8227139	8243000	-	Tmem114	8243000	protein_coding
chr17	39847033	39851738	+	Esp16	39847033	protein_coding
chr17	39951845	39956557	+	Esp15	39951845	protein_coding
chr16	8288652	8308548	+	Mettl22	8288652	protein_coding
chr16	8288652	8308548	+	Mettl22	8288655	protein_coding
chr16	8288652	8308548	+	Mettl22	8288668	protein_coding
chr17	15695283	15720013	-	Psmb1	15718560	protein_coding
chr17	15695283	15720013	-	Psmb1	15720013	protein_coding
chr17	15695283	15720013	-	Psmb1	15718601	protein_coding
chr19	18493501	18609187	-	Ostf1	18609187	protein_coding
chr19	18493501	18609187	-	Ostf1	18609153	protein_coding
chr10	127967427	128016166	-	Rbms2	128016166	protein_coding
chr10	127967427	128016166	-	Rbms2	128012348	protein_coding
chr11	35660311	35682112	+	Pank3	35660311	protein_coding
chr6	83489887	83513247	-	Actg2	83513247	protein_coding
chr6	83489887	83513247	-	Actg2	83504972	protein_coding
chr6	83489887	83513247	-	Actg2	83513205	protein_coding
chr6	83489887	83513247	-	Actg2	83504473	protein_coding
chr6	83489887	83513247	-	Actg2	83504792	protein_coding
chr17	40261411	40266178	+	Esp38	40261411	protein_coding
chr17	40261411	40266178	+	Esp38	40264244	protein_coding
chr18	89195091	89290353	+	Cd226	89195152	protein_coding
chr18	89195091	89290353	+	Cd226	89215454	protein_coding
chr18	89195091	89290353	+	Cd226	89215606	protein_coding
chr18	89195091	89290353	+	Cd226	89215719	protein_coding
chr18	89195091	89290353	+	Cd226	89224225	protein_coding
chr18	89195091	89290353	+	Cd226	89215551	protein_coding
chr17	40406341	40410990	+	Gm49835	40406341	protein_coding
chr4	135673759	135689928	+	Hmgcl	135673759	protein_coding
chr17	40517906	40519531	-	Pgk2	40519531	protein_coding
chr17	75312563	75699507	+	Ltbp1	75312563	protein_coding
chr17	75312563	75699507	+	Ltbp1	75485805	protein_coding
chr17	75312563	75699507	+	Ltbp1	75485906	protein_coding
chr17	75312563	75699507	+	Ltbp1	75617151	protein_coding
chr8	117983803	118186169	+	Cmip	117983803	protein_coding
chr8	117983803	118186169	+	Cmip	118075909	protein_coding
chr11	116740727	116743920	-	Srsf2	116743920	protein_coding
chr11	116740727	116743920	-	Srsf2	116743898	protein_coding
chr16	22200059	22258469	-	Etv5	22258469	protein_coding
chr16	22200059	22258469	-	Etv5	22255264	protein_coding
chr16	22200059	22258469	-	Etv5	22258320	protein_coding
chr19	46750035	46868631	+	Cnnm2	46750035	protein_coding
chr19	46750035	46868631	+	Cnnm2	46750043	protein_coding
chrX	163202783	163216912	+	Piga	163202783	protein_coding
chrX	163202783	163216912	+	Piga	163202794	protein_coding
chrX	163202783	163216912	+	Piga	163202803	protein_coding
chrX	163202783	163216912	+	Piga	163202905	protein_coding
chrX	163202783	163216912	+	Piga	163205580	protein_coding
chr9	42429431	42855789	-	Grik4	42855789	protein_coding
chr9	42429431	42855789	-	Grik4	42719995	protein_coding
chr11	60619224	60623777	+	Mief2	60619224	protein_coding
chr4	135691038	135695489	+	Gale	135691038	protein_coding
chr4	135691038	135695489	+	Gale	135691068	protein_coding
chr4	135691038	135695489	+	Gale	135691128	protein_coding
chr4	135691038	135695489	+	Gale	135692476	protein_coding
chr12	78738309	78781290	+	Garin2	78738309	protein_coding
chr12	78738309	78781290	+	Garin2	78738432	protein_coding
chr12	78738309	78781290	+	Garin2	78738449	protein_coding
chr12	78738309	78781290	+	Garin2	78738456	protein_coding
chr12	78738309	78781290	+	Garin2	78766172	protein_coding
chr11	35688209	35689711	-	Fbll1	35689711	protein_coding
chr11	35699208	35725333	-	Rars1	35725333	protein_coding
chr6	128376259	128393390	+	Nrip2	128376259	protein_coding
chr6	128376259	128393390	+	Nrip2	128376729	protein_coding
chr6	128376259	128393390	+	Nrip2	128376933	protein_coding
chr3	96820882	96833336	-	Gja8	96833336	protein_coding
chr19	18609314	18629792	+	Nmrk1	18609314	protein_coding
chr19	18609314	18629792	+	Nmrk1	18609362	protein_coding
chr3	52948949	53169100	+	Lhfpl6	52948949	protein_coding
chr3	52948949	53169100	+	Lhfpl6	52949004	protein_coding
chr13	8853004	8921945	-	Wdr37	8921080	protein_coding
chr13	8853004	8921945	-	Wdr37	8903743	protein_coding
chr13	8853004	8921945	-	Wdr37	8908798	protein_coding
chr13	8853004	8921945	-	Wdr37	8921772	protein_coding
chr13	8853004	8921945	-	Wdr37	8921059	protein_coding
chr13	8853004	8921945	-	Wdr37	8921015	protein_coding
chr13	8853004	8921945	-	Wdr37	8911258	protein_coding
chr13	8853004	8921945	-	Wdr37	8921945	protein_coding
chr13	8853004	8921945	-	Wdr37	8921043	protein_coding
chr13	8853004	8921945	-	Wdr37	8921766	protein_coding
chr12	78795681	78887488	+	Pals1	78795700	protein_coding
chr12	78795681	78887488	+	Pals1	78795766	protein_coding
chr9	57818262	57837251	+	Ubl7	57818262	protein_coding
chr9	57818262	57837251	+	Ubl7	57818291	protein_coding
chr9	57818262	57837251	+	Ubl7	57818315	protein_coding
chr9	57818262	57837251	+	Ubl7	57818317	protein_coding
chr9	57818262	57837251	+	Ubl7	57818334	protein_coding
chr9	57818262	57837251	+	Ubl7	57818392	protein_coding
chr9	57818262	57837251	+	Ubl7	57818993	protein_coding
chr9	57818262	57837251	+	Ubl7	57818269	protein_coding
chr11	35729227	35871354	-	Wwc1	35871354	protein_coding
chr16	8331293	8439432	+	Abat	8331293	protein_coding
chr16	8331293	8439432	+	Abat	8331345	protein_coding
chr16	8331293	8439432	+	Abat	8331349	protein_coding
chr16	8331293	8439432	+	Abat	8390766	protein_coding
chr16	8331293	8439432	+	Abat	8401491	protein_coding
chr10	106306200	106771813	+	Ppfia2	106306200	protein_coding
chr10	106306200	106771813	+	Ppfia2	106306207	protein_coding
chr3	130904120	131018005	+	Lef1	130904120	protein_coding
chr3	130904120	131018005	+	Lef1	130906446	protein_coding
chr4	116651507	116664837	-	Toe1	116664745	protein_coding
chr4	116651507	116664837	-	Toe1	116664837	protein_coding
chr18	89310548	89787652	-	Dok6	89787652	protein_coding
chr1	16611014	16689713	-	Ube2w	16689536	protein_coding
chr1	16611014	16689713	-	Ube2w	16689713	protein_coding
chrX	84745543	84820425	-	Gk	84820425	protein_coding
chrX	84745543	84820425	-	Gk	84820259	protein_coding
chrX	84745543	84820425	-	Gk	84820243	protein_coding
chrX	84745543	84820425	-	Gk	84820230	protein_coding
chr12	78887499	78908412	-	Atp6v1d	78908412	protein_coding
chr6	17988939	18030584	-	Wnt2	18030584	protein_coding
